wallet,deposit_count,deposit_total,borrow_count,borrow_total,repay_count,repay_total,redeem_count,redeem_total,liquidation_count,repay_ratio,activity_days,credit_score
0x0094cb1657ee9da34b93845aa142eaa59169ee05,118,6.15995361158774e+21,51,8.318572806309272e+21,45,2.7669222343994963e+21,31,1.4849632259387823e+21,0,0.3326198253985236,115.45318287037037,630
0x0094ccf467b9b767df3203796250014a7174a87d,2,2e+18,2,5e+17,0,0.0,0,0.0,0,0.0,0.009097222222222222,480
0x0095afc96094160cea6a5e00b5858369f25f3d74,2,2.118565007297901e+18,1,120000000.0,0,0.0,7,5.987861252384732e+19,0,0.0,87.69196759259259,630
0x0095d0862b889c5b8606962cb834a3634a8745b7,1,3455553000000000.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x0096e6df996e6cb590c5aaa40ce00dc449f9659c,1,1108253.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x0096ecc56a1bb6c4dea4233dec48fb5f6d7375b4,2,20200000000.0,0,0.0,0,0.0,2,20200000240.0,0,1.0,0.5551736111111111,570
0x0097f65bdc45149e5ffac00e4c51a5b073af7245,6,1.2565092582149364e+16,2,1440000.0,1,870004.0,3,1.068835025246876e+16,1,0.6041694444444444,0.05331018518518518,510
0x00980decdab20f78ab79dc28171b68ce238ec327,2,20459000000.0,0,0.0,0,0.0,2,20459000224.0,0,1.0,0.3665625,570
0x00983187e18f62a2ac1dcebd63f2e5f50394cc74,10,2.4208369302503513e+21,7,5350000000.0,7,5007239917.0,15,3.455003491991749e+21,0,0.9359326947663551,62.439108796296296,800
0x00988fe82c5550c2240c9874d55cbd100cd1a722,1,3.888e+21,1,455000000.0,1,455000000.0,1,3.888e+21,0,1.0,0.0004166666666666667,660
0x0098b56dc561854ab6f8e0d6796137dc6d808b68,2,9.000000000008e+21,0,0.0,0,0.0,1,8002242294.0,0,1.0,3.566828703703704,560
0x0098bc1587f679bd2e678bbf64ccfea4a0d3b899,1,2.75e+16,1,5000000000000000.0,0,0.0,0,0.0,0,0.0,0.0,480
0x0098bf50fb96f428faf3e60e67c06eb1ee07e336,1,12675.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x009990e99b12f7ebcc594fb721fe56e4f88ac27e,2,9.730082500002838e+20,1,283828866.0,1,284581321.0,1,283836047.0,0,1.002651086940537,10.841921296296297,710
0x0099a7b429f7541cbda34d6aa8cd82181fbb8bb5,12,1.811400056400147e+22,12,2.661931266623174e+21,10,1.0002646093325781e+21,3,1.347313840409706e+19,0,0.3757665052717444,13.873078703703703,560
0x009ae9ce6f09789a764aaab19781864db4edbb16,1,9210000000.0,0,0.0,0,0.0,1,9210000000.0,0,1.0,0.0005787037037037037,560
0x009b05514d08da09a84f47de870af880bcd375a5,2,4.700000000099916e+19,0,0.0,0,0.0,2,9.983289806775457e+20,0,1.0,63.67729166666667,670
0x009b21f6f8273fe12dbc9c8025ca27db7de16b8c,71,6.84573255496734e+20,38,5.24000000000371e+20,32,5.243160019612602e+20,46,1.0800763202447173e+21,0,1.000603057177269,81.95028935185185,800
0x009b56330ae5ec5042b9ca46ddb3043cc0d006f3,1,1e+17,1,1e+20,0,0.0,0,0.0,1,0.0,7.53849537037037,410
0x009ba176a4d59d90357e9ed631c3038dcfa7f18b,8,8.343872106419181e+20,0,0.0,0,0.0,0,0.0,0,1.0,65.63603009259259,650
0x009bd2e8e42fea1fab886ed083f5332eefa35b85,0,0.0,0,0.0,0,0.0,3,3340534144744.0,0,1.0,13.198796296296296,530
0x009c52172355d5729543a64832249638822ff8c9,1,4.885e+21,1,1.123e+21,1,1.123e+21,1,4.885e+21,0,1.0,0.0017476851851851852,660
0x009c8da3408c57e8c4b6872fbbdf832dadf45c5e,3,120752216.0,1,36000000.0,8,36014992.0,10,120795009.0,0,1.0004164444444446,5.339004629629629,700
0x009d1b5cff376266cce5f3c471aecb61c09b676e,0,0.0,0,0.0,0,0.0,1,9.367641733167301e+20,0,1.0,0.0,460
0x009d3342ac1246d0e95a7f6772e11ce9f07b2560,1,1e+21,1,2.64e+20,1,2.64e+20,1,9.9999994e+20,0,1.0,0.00032407407407407406,660
0x009e7a5a378a128d9afdb80dd8aeaa04c30a67d0,1,6305761.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x009e8675b19be214d3f620e90c5e0de7a13c3c5a,72,2.3508280471569895e+24,13,5.500000000030035e+23,15,4.7598274568664383e+23,7,1118051428704.0,2,0.86542317397099,103.693125,560
0x009f79b5d57ee262330848096916e6a7e2a28eca,1,1130929.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x009fd1cb55a0af9a9a645b8140a7014b46e6abda,1,1089764.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x009ff94a057c75f661e3e28f89b9b9d84e57fc67,165,5.198957770058394e+22,56,1.0000000000684699e+21,16,1.0006429758557774e+21,15,3.964000000012988e+21,0,1.0006429757872635,96.94395833333333,800
0x00a0847926a77692495774f1c71ba8abef99dd52,29,3.207684933707336e+23,21,4.189819549087518e+23,8,1.0000816328997923e+23,4,2.498340131738485e+22,0,0.2386932470916547,17.016909722222223,570
0x00a09297f06b3790a37cffb2de91a0fccf0d5bac,114,3.412698938377697e+19,15,2.6000000000169996e+19,27,1.0000018447088802e+19,4,2.5692047784869376e+18,0,0.38461609411628533,78.15913194444444,620
0x00a258e6e7009cd9a677fef9c7496dd5ef59b518,2,4427133273792371.0,0,0.0,0,0.0,0,0.0,0,1.0,5.926388888888889,550
0x00a290c589d754b5b33afd5fcfc35784bbe5e0fc,1,1013333.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x00a3141fe0c2f5b67338cf9da496d1b3a65969e3,2,1.1000000000017e+17,1,5.1e+16,0,0.0,0,0.0,0,0.0,0.000925925925925926,480
0x00a3d4e0134ff2046e9c9b83d3321625ba3da1bd,12,2.3726456374619504e+16,2,772.0,2,772.0,0,0.0,0,1.0,17.685023148148147,700
0x00a4a60954be0edeb7f6f408ad6a0fd7c35b80b4,1,1016124.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x00a565efa59cd8bbe65785f1122f88ebc41a23e1,2,3937821991975903.0,0,0.0,0,0.0,0,0.0,0,1.0,7.0046180555555555,550
0x00a67dc242df79dd7f6145ce38840581ae90c110,11,1.8936222712752717e+22,1,5.05e+20,0,0.0,1,1049916361.0,0,0.0,80.40299768518518,590
0x00a72d7b5050e8fa50a471f2c9af1dc21eac4d36,8,3.260718844522649e+21,5,16861425147.0,3,16866417115.0,2,37955032648.0,0,1.0002960584859513,19.944884259259258,720
0x00a73c4e596bec4c4068a9152da71e45480b5450,2,1679192.0,2,58288.0,0,0.0,0,0.0,0,0.0,22.235775462962962,530
0x00a8bec03805bcfaafab1050dbcf90f57982d750,69,6.809461930385294e+23,33,5.183996818709116e+20,25,584290859263.0,26,1360351659317.0,0,1.1271049726618008e-09,120.31747685185185,630
0x00a8e50de90d41454813722ba73ab5d80bd01b10,1,98.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,450
0x00a9481685d2cb1536bbe5188a898b38d36e34d8,1,2.1003e+22,1,2003000000.0,1,2003000000.0,1,2.1003e+22,0,1.0,0.0016087962962962963,660
0x00a9e3a9a065bf942960f76a228239a3ce9bf755,1,1100000.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x00aab1b1a554f59b96a0de510837ba951ba375e0,1,3e+18,1,1e+18,0,0.0,0,0.0,0,0.0,0.0019212962962962964,480
0x00aac20f271c4731591cca07913e994d6f1075c0,289,1.014583871236448e+21,89,5.091631747623079e+21,176,1.392786327477843e+21,79,2.3071370454828483e+19,0,0.2735441988961664,103.0440162037037,630
0x00ab84845d68063c1dcd2a5f2cead5f253b249a2,76,1.2716765277732657e+21,20,6.0500000000099e+20,15,991479063.0,37,2.4895141363526e+20,0,1.6388083685923597e-12,137.92015046296297,630
0x00ac270072efbdc76d4bfcf9c7f84b0d5643f66a,0,0.0,0,0.0,0,0.0,1,1.885359949527489e+19,0,1.0,0.0,460
0x00ac60244df04dfc07146f037d14f93320af57c9,37,1.1311623129009463e+22,111,5.881325000009269e+21,29,1.500115258928038e+21,26,51067214876.0,0,0.255064166480457,62.29527777777778,630
0x00ad3d4cc099be937879451698c673cbd5c3cefc,2,7.556922502172767e+17,1,1e+16,0,0.0,0,0.0,0,0.0,6.18099537037037,480
0x00ad3d8c4a73cea708e0a7d1b35440c1fcd821ca,2,1650000000000000.0,0,0.0,0,0.0,0,0.0,0,1.0,30.626863425925926,650
0x00ae040fa92f162d68b507e62e83939c6e07da43,1,1e+16,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x00ae8ac9639aa924a0f4db6b48663a56601b9fe7,1,9e+16,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x00af05a74080485086d370d9c65d246f0f906528,7,4.383595323062063e+19,5,1324799736.0,0,0.0,0,0.0,2,0.0,51.77866898148148,440
0x00af158367a6fcdb1a367f6d503e05799f340881,3,100000001020810.0,1,10000000000000.0,0,0.0,0,0.0,0,0.0,27.871574074074076,530
0x00b16e6a156a7398ca39179f49c1245f4709188e,1,9.73e+16,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x00b1be054a8ebe834869496ce0f7bbfe233789dc,4,3.242735669444193e+18,0,0.0,0,0.0,0,0.0,0,1.0,6.2940625,550
0x00b1c4f1978b650072cbde5a85440489bd03a13c,1,1106522.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x00b294517a1f6e6e013fd78d4252c2aa8aa72836,1,98.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,450
0x00b34033000b485119da0260bac0cd946faa6a1b,1,4676858157786432.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x00b344e08d3b5fb6e6cd711affa9cf971c291c44,1,731659.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x00b43a92d45ccdfeef6ea98d56f775586fe9e39e,56,4.068013942623963e+21,23,8.57906974993345e+20,31,8.60414478260249e+20,79,8.632707997799729e+21,0,1.002922814873866,126.40082175925926,800
0x00b44a26933a204f5559ab87e8998ab6617feec9,1,1.4143895930220742e+20,0,0.0,0,0.0,4,1.6563518713270426e+20,0,1.0,1.3371064814814815,590
0x00b44f149ddb22209db070da0bca4bb01a6e555c,83,6.252643047052573e+23,60,6.284270000000582e+23,18,1.795697662972362e+22,26,2.094744517887411e+22,0,0.02857448300235661,56.267418981481484,630
0x00b46cfd36379436272a650c550f0652d0d59165,1,1108480.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x00b49bd7e1a75f98a82ca101909994e52a90e990,2,9.814973178671478e+19,1,7.8e+19,2,7.86600000965541e+19,3,9.8748267e+19,0,1.0084615396994117,67.99857638888889,780
0x00b591bc2b682a0b30dd72bac9406bfa13e5d3cd,49,1.014601470442102e+24,33,2.671594901270282e+18,16,2.6733707348492595e+18,15,2.7435645660864644e+22,1,1.0006647091511265,138.57467592592593,730
0x00b5ae14450bfd084a00599b6875496aec543e39,1,1.4e+18,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x00b5ebd8c8561a28c1834fe08d7e607b73271328,25,52138543219.0,11,44740000000.0,6,44772799975.0,8,53086300389.0,0,1.0007331241618238,32.353298611111114,800
0x00b65668a962ee571a8f223abd696ab1bd3a391f,1,2000002.0,1,100000.0,1,100000.0,1,2000004.0,0,1.0,0.008194444444444445,660
0x00b7af5a4aaafd2ae2721ac415de840dd84efc5a,14,2.7309990477841118e+20,6,1.0753969155269006e+20,3,180167302.0,6,593447954.0,0,1.6753563209889381e-12,25.149895833333332,580
0x00b7bfce579307a1c113c1c4af6cde13a14fc683,1,1000000.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x00b81c25a5301a1dadfff40f33de25f001d3a096,1,1e+18,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x00b878d53e8816048eea4c74603932a1dec4daa9,1,10000000.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x00b879bfb781a1dc21d6a810fa377a0d2064426f,0,0.0,0,0.0,0,0.0,1,9854010142.0,0,1.0,0.0,460
0x00b89bc301c399c1ba531689c71a09cb363753b1,1,12428.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x00b8bd07af4aa69f6d8ce7fe8777b2dcfe8c822c,1,1107820.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x00b8bfc0b407187392aa9fe56eaa7c17b5ebec48,42,1.1130809372422898e+21,37,6.259800463751027e+20,15,3.505149805866728e+20,15,5.360888461414033e+20,0,0.5599459321689554,32.08964120370371,700
0x00b8e23fe7ddea6791131decc5117023dc03cfb0,20,2.2941889258127268e+20,6,1.0000000000050577e+20,5,1.000310119640642e+20,14,2.4696330916025624e+20,0,1.0003101196355828,75.95038194444444,800
0x00ba0f9e3b612bc7b6712964848f2b1d3e75bbac,2,2200000.0,0,0.0,0,0.0,0,0.0,0,1.0,4.812708333333333,550
0x00ba8ccbf0c1ce62834d72706fe3236387f5da35,4,5.125028938523673e+18,2,6500000000.0,3,4003104002.0,4,2.5641857503067904e+18,0,0.6158621541538462,48.84084490740741,690
0x00ba93361a625e008023f30b6d031d6423f99140,2,11981189.0,0,0.0,0,0.0,0,0.0,0,1.0,5.080601851851852,550
0x00bb0532dd949fab848d72a951a1d6c2b197d935,3,4948102398001727.0,0,0.0,0,0.0,0,0.0,0,1.0,3.9178819444444444,550
0x00bb6c783fce35b92e6cde0874abf2c580673753,1,1.11e+20,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x00bb7c23500573ca6933778837c9dedd247e94d9,1,1107763.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x00bb88a8309759a7c9f0a5c8e3a9364e8f564a8d,4,37952.0,3,8937.0,1,8937.0,2,37951.0,0,1.0,2.3148148148148147e-05,670
0x00bbcd7ea98da5f60ee393533aaa9edeb8573167,9,1.870000000000538e+20,6,7.890000217534403e+19,0,0.0,1,53789619.0,0,0.0,1.931851851851852,490
0x00bbfa640a4bac8f3650373be8f4bd77f0472101,59,1.0034566168688841e+22,69,1.1909257930183222e+22,40,4.785529695832744e+21,24,5.06625820439008e+21,0,0.40183273583353485,82.80774305555556,630
0x00bbfa896cb54e2b1d3db2a7027368b43d344a21,1,2.8e+16,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x00bc82902a4fbfa08fc5da418f642209f7b10c0f,2,64212564261.0,1,53510000000.0,0,0.0,0,0.0,0,0.0,0.016180555555555556,480
0x00bdc8be263d20bb3a83aaeadfef258dd409e2df,107,2.17021917141715e+20,59,7.809600000027284e+22,45,7.810901938385315e+22,13,2.2749039835956632e+20,0,1.0001667099925766,113.99223379629629,800
0x00be57e4ec695d077e63c5eb84187a7e70169279,0,0.0,0,0.0,0,0.0,4,23869147993.0,0,1.0,5.48775462962963,490
0x00bf2f290d3aef716cd8127acc153c273c23c538,46,1.7002478102764468e+22,14,102239076151.0,12,63505859915.0,31,3.850777923906524e+21,0,0.6211505649875617,140.11138888888888,700
0x00bf6ec0064e1a733a0fcc6df071b2cf514ff0e8,6,444658517.0,3,279000014.0,4,279000707.0,5,444659212.0,0,1.000002483870843,0.04736111111111111,700
0x00bf807dfb399cf973433599f2f23210ac54ca94,1,1108732.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x00c26a3e7117cfe0e4afacff2a1be9e3d2384c6e,40,1.4914051588294204e+20,39,6.929227544393802e+19,0,0.0,0,0.0,0,0.0,2.9647569444444444,480
0x00c2ac8857ea018a1cc23d529ec26f55d0bc1849,3,2100781.0,0,0.0,0,0.0,0,0.0,0,1.0,10.96613425925926,600
0x00c2e5aa91c2b6927a4e8533482c8217b450a6a1,83,8.894097589852367e+24,35,7.003350000000003e+24,15,6.17097593088858e+24,23,7.85332084643407e+24,0,0.8811462986839981,122.9185763888889,700
0x00c31aa7aadc000a078b01e59d443b99fa64ef08,1,2.25e+16,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x00c33f577e35165e07dd9a43b2baf124163bac0a,4,9.700707890960516e+20,1,2e+20,0,0.0,0,0.0,0,0.0,34.544583333333335,580
0x00c3a5aceb3fe926a7a9772a6c4efd9f6beb7d73,1,46821682.0,1,8229629003.0,1,8230685675.0,1,46824778.0,0,1.0001283984976255,1.7238888888888888,660
0x00c3a7a09fe2fed6f8c163202aea9cfad99874b3,52,5.966116945712076e+21,22,2.869695733469427e+21,7,4.0000000000155504e+20,21,1.834275320305358e+21,1,0.13938759964561118,82.32069444444444,560
0x00c3af852e2ca04d993382b3664f62aa45ae731e,1,1611540.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x00c4803aa7cdfe5ae5d325b79d5c3c384e4a8ae9,2,1995657.0,0,0.0,0,0.0,0,0.0,0,1.0,5.918645833333334,550
0x00c4a3ac304984f216b8a8a0c182fae7984c83dc,9,1.5161391990922278e+20,5,6.5000000003515e+19,6,6.500004445959474e+19,9,1.1496688714584962e+20,0,1.0000006839396884,29.769594907407406,750
0x00c4db45dda03de5bae5417530723fd7dd03da3f,1,1045530.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x00c4fd7e8e4a9680b9db58640c76d4a17bd09ee4,1,3802091668813061.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x00c5514615e9aeb9cf51f2e635b33743ae062dfe,9,3.520669925044801e+20,4,2.47e+20,2,2.4707322295852784e+20,2,3.521045274555962e+20,0,1.000296449224809,6.511724537037037,670
0x00c5ed4823b1d2e496b75e53ddb2859aa70213a3,2,2180229913.0,0,0.0,0,0.0,2,2180884020.0,0,1.0,6.440185185185185,570
0x00c609bb7806a47616de8cad327215ca70d45896,1,2.8e+20,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x00c644e774d7b1a3a95154113f86b9e25350a111,0,0.0,0,0.0,0,0.0,4,1.0610609488037518e+22,0,1.0,74.79037037037037,590
0x00c6483e4f527144bb65dd2a93913abeba4dc545,1,1.092e+17,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x00c67d9d6d3d13b42a87424e145826c467cccd84,15,5.876335949480316e+21,13,3.654076909536359e+20,7,3.557980155602616e+20,36,8.115697436267325e+22,0,0.9737014966261518,123.13010416666667,800
0x00c6bf08de7e3c560357b0b4e27da2fa6f8519eb,16,1.710253574066399e+21,24,1.3180933773389485e+21,4,5.214928281632769e+17,4,8.719381488756795e+17,2,0.0003956417937673734,32.48467592592593,480
0x00c6e2363b84d2e7820c6b38ca1b46f7e0714668,4,1.0000000001132124e+16,0,0.0,0,0.0,0,0.0,0,1.0,0.006574074074074074,550
0x00c7a23058e32effe114e99623b0df28861527d4,4,2.1600000000428608e+21,0,0.0,0,0.0,2,42900519584.0,0,1.0,24.187858796296297,620
0x00c844967b2ab4c5ac26f44dcbffa7c06897e18e,9,1.0851748406167576e+22,6,1.002372683828704e+21,3,1.0018259717542134e+21,3,1.0012646374617239e+21,0,0.9994545820299069,16.239097222222224,730
0x00c98bc1a9458f9fb28887da8172e90df88da379,1,4.2e+21,1,6.3e+20,1,6.3e+20,1,4.2e+21,0,1.0,0.0010185185185185184,660
0x00c9acc867f576baf35e96521d139115b316a48d,2,4.854e+16,1,8640171018647.0,0,0.0,0,0.0,0,0.0,0.0018055555555555555,480
0x00c9e875ad0504a307aa7ab60997ea2658bc6aea,2,1030967.0,0,0.0,0,0.0,0,0.0,0,1.0,5.833726851851852,550
0x00cc1cf9b3c95b432a90878bc2c2dbb7a3daaccb,1,5.3e+21,1,5e+20,1,5e+20,1,5.3e+21,0,1.0,0.0009490740740740741,660
0x00cc4cae4ce9cbd5c87f877b1c81acb8cc8bf223,1,1.3e+16,1,5723.0,0,0.0,0,0.0,0,0.0,0.0013773148148148147,480
0x00cd259a3e1a649e8644d527d6b9a8fdf8165e7f,1,6548368474044960.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x00cd45dcbe9c167b5942f8889d31dc1388cfd172,6,1.4569432111899785e+21,0,0.0,0,0.0,0,0.0,0,1.0,45.708842592592596,650
0x00ce22866efe39c055ff21bda32b179a7683ab5f,1,2.0555e+22,1,2.5e+21,1,2.5e+21,1,2.0555e+22,0,1.0,0.0008101851851851852,660
0x00ce56c1f4780f46309b52054454a9ec913dd31e,1,100000000.0,1,39000000.0,0,0.0,0,0.0,0,0.0,4.537256944444445,480
0x00cef331edda6c750fe87c52d829df082973693f,1,9.3e+16,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x00cf963f89e7d1a23c5c72dce92a9a8c600f4819,1,1101220.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x00cfbd5d2e36dd8182318a074cb1f399b608bfec,4,1.4100000000010702e+20,2,100000000.0,4,100070157.0,2,107042560.0,0,1.00070157,14.962349537037037,720
0x00cfc6f8ff843a9b0b30f14e2310396a8743f5fc,1,1.0578573677177795e+18,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x00d14484c10aaa9b981068a8c7d25d2d26629be8,1,98230564873195.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x00d1c49844f3a2b3708ce59292f68570eef06286,1,3.28e+17,0,0.0,0,0.0,1,3.2834033537166675e+17,0,1.0,27.538287037037037,610
0x00d1dd1e437980fb6e678cfc2ffc78a1f7a747d1,1,44000000.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x00d2432e6af76a8150a7609d7ff11dbe44de8e14,4,2.0000000000182074e+17,3,3e+17,0,0.0,0,0.0,0,0.0,20.683287037037037,530
0x00d278f3163bf68e67b2eb05ef209e6f28bc7924,1,1046023.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x00d29fbc981d05edba69bc0909e391a132271357,7,7.543826589385155e+22,7,5.25000000078e+20,10,78143189679.0,40,1.3861586609067652e+22,0,1.4884417079502887e-10,83.6827199074074,630
0x00d353a1b6e1a3b3a23e849c5d51772bb7fdaece,2,2e+18,1,5e+17,0,0.0,0,0.0,0,0.0,0.008032407407407408,480
0x00d3addc7cb1637c73359d41949a1a369d7f092a,36,2.307632206716593e+22,19,3.1274644913262606e+22,23,3.854590634928179e+22,29,2.5820321786419206e+22,0,1.2324970101558423,39.476724537037036,800
0x00d3ecff51b5e5b957c33c5656486ebfd60e58a7,18,8.131984331038278e+20,10,1.4411256355130453e+20,7,1.4494285892074422e+20,11,2.1855730723745487e+20,0,1.0057614364006793,77.97175925925926,800
0x00d46d105507a04d7e4592cf43bbbad964bc77ab,3,1.8148641474932634e+19,0,0.0,0,0.0,5,1.8151902563773102e+19,0,1.0,114.5381712962963,700
0x00d5201c4def4d1a199c63e07eac53f43252a0ea,5,2.8394846944574102e+20,7,2.683365684867178e+20,1,86305042.0,0,0.0,4,3.2162981917342344e-13,70.63197916666667,380
0x00d5615d3446b1719e6ee0684218891bc5a2100c,7,3.0000000005294387e+18,5,361487474.0,0,0.0,0,0.0,0,0.0,2.020300925925926,480
0x00d56e1bba3db460563516119dfced085898e17d,1,6860085569866701.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x00d6cad0eb8fe405b4c27ca2071b0d0653b9c2fc,8,2922501986.0,9,5.309080881574161e+20,13,5.0015034770823256e+20,11,2922673191.0,0,0.9420657904159415,11.946006944444445,750
0x00d7a50850a3cb1890bf300682bcd789571c012e,5,5.999813713902065e+21,0,0.0,0,0.0,0,0.0,0,1.0,85.03707175925926,650
0x00d831f24309b3271297f19b8e9be846c8c531c4,56,2.5625690581556267e+22,24,39069341660.0,14,39072151869.0,47,5.5468871610648776e+20,0,1.000071928752331,60.89482638888889,800
0x00d841275b1a04ea45e29273efa213c4a59e84a1,10,7.654792790676355e+19,0,0.0,0,0.0,0,0.0,0,1.0,63.15549768518518,650
0x00d88be14e08e06865b156bb489e020a59cb68fe,1,1.0276210817275695e+18,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x00d8a0f305698083d8af5a8b900b3b947f604b55,2,1971411.0,0,0.0,0,0.0,0,0.0,0,1.0,0.6272685185185185,550
0x00d8dc2f6648dfc0472a673d85f4bc022d5cd17a,2,1.0000000000260534e+18,2,2.000000012043741e+17,0,0.0,1,46804768350.0,0,0.0,100.68460648148148,590
0x00d913a96a6ae3ffbd52030020e8b743f97ace86,2,7.00000000000887e+19,0,0.0,0,0.0,1,88859941.0,0,1.0,24.886099537037037,610
0x00d94da07ea932ed8426e8dfd06615bda49b8022,16,1.4113765573825894e+19,12,7.263457584303574e+20,4,1688071070.0,4,2644974533.0,0,2.3240599265671264e-12,79.26344907407407,620
0x00d9acf1d63eae19a1b0e416be85dd7754298ffc,2,5.3961261397e+20,1,1e+20,0,0.0,0,0.0,0,0.0,18.327337962962964,530
0x00d9d164c3cdc126d33d541fe6e0cd55f4d4ed63,10,4.63598997736123e+20,8,2.0500000000012586e+20,2,125878052.0,1,123017132.0,0,6.140392780484035e-13,8.071956018518518,490
0x00da65b9d6ea469301021381f9b16cf3e80fa8b1,111,1.8040113736242844e+24,59,1.7824000000032143e+24,56,1.7859391585899952e+24,44,2.213637257337358e+24,0,1.001985614108379,47.51793981481482,800
0x00da855f0f8924c454c93ea7c5d5d96757e1e652,2,2.7e+18,0,0.0,0,0.0,0,0.0,0,1.0,0.0022916666666666667,550
0x00da9446b29e3d2424b9db0c7e701ad33fdfedf4,1,5.222e+21,1,9.99e+20,1,9.99e+20,1,5.222e+21,0,1.0,0.0019444444444444444,660
0x00da96f79c5969a61b5b15c6f5f800d760fad316,1,1.09e+17,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x00da972a32c522b02771520fb5e70fcb056927fb,1,1.1397250967655744e+23,0,0.0,0,0.0,1,1.1397364235271208e+23,0,1.0,0.0571875,560
0x00db170287aaa8a93b08cda808af76d11a5f0fff,11,2.4922392552984352e+22,8,7.0000000445e+18,5,7.007216620762874e+18,2,7.1e+18,0,1.0010309394595711,106.08425925925926,770
0x00dc7f0ff419ed1634728a77146c6754541d2b82,8,2.5689720055303163e+20,6,760000000.0,3,760197411.0,8,2.714757017550645e+20,0,1.0002597513157894,9.717719907407407,700
0x00dcb0f4d625ca40a0f0cd2f45bbdbd343198793,6,5.274616541011248e+20,4,3.1221784124762985e+22,4,3.123297055401214e+22,6,5.275533887637674e+20,0,1.0003582892381953,3.2898032407407407,700
0x00dd72466c9bc28c9765b406ea147c1e15dbc7ab,25,6.985467901696132e+20,8,2.7095e+21,6,7.750937551682436e+20,1,6.48569951303063e+17,0,0.28606523534535655,121.804375,590
0x00de3a8bdee6e682c3509d66a947d05a8ca797af,2,2e+18,2,3.000000000004e+17,0,0.0,0,0.0,0,0.0,0.007025462962962963,480
0x00df64b8044aa7126e0f88f286b3c483c5e5927a,2,1.2000000000000428e+18,0,0.0,0,0.0,0,0.0,0,1.0,10.74619212962963,600
0x00df99e12315cac90f49527b07d753b7fe9faccd,2,2.1157498642774422e+17,3,1.0569866271368582e+17,1,5.569866271368583e+16,0,0.0,0,0.5269571183181487,0.01361111111111111,550
0x00dfae7aeadc69fce49cf389d2bee4aae67aa656,1,2.32e+16,1,5000000000000000.0,0,0.0,0,0.0,0,0.0,0.0,480
0x00e10883490fa8ed8e9cd59177a54d45cd025ef9,1,1107129.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x00e14bea17f4e951fb695c52a66b3429da55a117,28,2.379409388178618e+21,0,0.0,0,0.0,21,1.6154951726500668e+21,0,1.0,40.58637731481482,700
0x00e1ac868592c1fd51ed72abca14930075ed892f,2,1.9e+19,1,6.501508470473127e+18,0,0.0,0,0.0,0,0.0,0.0016666666666666668,480
